1	0,000003
2	0,000004
3	0,000005
4	0,000006
5	0,000008
6	0,000009
7	0,000010
8	0,000011
9	0,000012
10	0,000013
11	0,000014
12	0,000016
13	0,000017
14	0,000018
15	0,000020
16	0,000022
17	0,000023
18	0,000024
19	0,000025
20	0,000027
21	0,000028
22	0,000029
23	0,000030
24	0,000032
25	0,000033
26	0,000034
27	0,000035
28	0,000036
29	0,000038
30	0,000039
31	0,000040
32	0,000041
33	0,000043
34	0,000044
35	0,000045
36	0,000046
37	0,000047
38	0,000049
39	0,000050
40	0,000051
41	0,000052
42	0,000054
43	0,000055
44	0,000056
45	0,000057
46	0,000059
47	0,000060
48	0,000061
49	0,000062
50	0,000063
51	0,000065
52	0,000066
53	0,000067
54	0,000068
55	0,000070
56	0,000071
57	0,000072
58	0,000073
59	0,000074
60	0,000076
61	0,000077
62	0,000078
63	0,000079
64	0,000080
65	0,000082
66	0,000083
67	0,000084
68	0,000085
69	0,000086
70	0,000089
71	0,000089
72	0,000090
73	0,000092
74	0,000093
75	0,000094
76	0,000095
77	0,000096
78	0,000097
79	0,000099
80	0,000100
81	0,000101
82	0,000102
83	0,000104
84	0,000105
85	0,000106
86	0,000107
87	0,000109
88	0,000110
89	0,000111
90	0,000112
91	0,000113
92	0,000115
93	0,000116
94	0,000117
95	0,000118
96	0,000120
97	0,000121
98	0,000122
99	0,000123
100	0,000124
101	0,000126
102	0,000127
103	0,000128
104	0,000129
105	0,000130
106	0,000132
107	0,000133
108	0,000134
109	0,000135
110	0,000137
111	0,000138
112	0,000139
113	0,000140
114	0,000142
115	0,000143
116	0,000144
117	0,000145
118	0,000146
119	0,000148
120	0,000149
121	0,000150
122	0,000151
123	0,000153
124	0,000154
125	0,000155
126	0,000156
127	0,000158
128	0,000159
129	0,000160
130	0,000161
131	0,000162
132	0,000164
133	0,000165
134	0,000166
135	0,000167
136	0,000169
137	0,000170
138	0,000171
139	0,000172
140	0,000173
141	0,000175
142	0,000176
143	0,000177
144	0,000179
145	0,000180
146	0,000181
147	0,000182
148	0,000183
149	0,000184
150	0,000186
151	0,000187
152	0,000188
153	0,000190
154	0,000191
155	0,000192
156	0,000193
157	0,000194
158	0,000196
159	0,000197
160	0,000198
161	0,000199
162	0,000200
163	0,000202
164	0,000203
165	0,000204
166	0,000205
167	0,000206
168	0,000208
169	0,000209
170	0,000210
171	0,000212
172	0,000213
173	0,000214
174	0,000215
175	0,000216
176	0,000219
177	0,000219
178	0,000220
179	0,000221
180	0,000223
181	0,000224
182	0,000225
183	0,000226
184	0,000228
185	0,000229
186	0,000230
187	0,000231
188	0,000233
189	0,000234
190	0,000235
191	0,000236
192	0,000237
193	0,000239
194	0,000240
195	0,000241
196	0,000242
197	0,000243
198	0,000245
199	0,000246
200	0,000247
201	0,000248
202	0,000250
203	0,000251
204	0,000252
205	0,000253
206	0,000255
207	0,000256
208	0,000257
209	0,000258
210	0,000259
211	0,000261
212	0,000262
213	0,000263
214	0,000264
215	0,000266
216	0,000267
217	0,000268
218	0,000269
219	0,000271
220	0,000272
221	0,000273
222	0,000274
223	0,000275
224	0,000277
225	0,000278
226	0,000279
227	0,000280
228	0,000281
229	0,000283
230	0,000284
231	0,000285
232	0,000286
233	0,000288
234	0,000289
235	0,000290
236	0,000291
237	0,000292
238	0,000294
239	0,000295
240	0,000296
241	0,000297
242	0,000299
243	0,000300
244	0,000306
245	0,000303
246	0,000304
247	0,000305
248	0,000306
249	0,000307
250	0,000308
251	0,000310
252	0,000311
253	0,000312
254	0,000314
255	0,000315
256	0,000316
257	0,000317
258	0,000318
259	0,000320
260	0,000321
261	0,000322
262	0,000323
263	0,000324
264	0,000326
265	0,000327
266	0,000328
267	0,000329
268	0,000330
269	0,000332
270	0,000333
271	0,000334
272	0,000335
273	0,000337
274	0,000338
275	0,000339
276	0,000341
277	0,000342
278	0,000343
279	0,000344
280	0,000345
281	0,000347
282	0,000348
283	0,000349
284	0,000350
285	0,000351
286	0,000353
287	0,000354
288	0,000355
289	0,000356
290	0,000357
291	0,000359
292	0,000360
293	0,000361
294	0,000362
295	0,000364
296	0,000365
297	0,000366
298	0,000367
299	0,000368
300	0,000370
301	0,000371
302	0,000372
303	0,000373
304	0,000375
305	0,000376
306	0,000377
307	0,000378
308	0,000379
309	0,000381
310	0,000385
311	0,000383
312	0,000384
313	0,000386
314	0,000387
315	0,000388
316	0,000390
317	0,000390
318	0,000392
319	0,000393
320	0,000394
321	0,000395
322	0,000396
323	0,000398
324	0,000400
325	0,000400
326	0,000402
327	0,000403
328	0,000404
329	0,000405
330	0,000406
331	0,000407
332	0,000409
333	0,000410
334	0,000411
335	0,000412
336	0,000414
337	0,000415
338	0,000416
339	0,000417
340	0,000419
341	0,000420
342	0,000421
343	0,000423
344	0,000424
345	0,000425
346	0,000426
347	0,000427
348	0,000428
349	0,000430
350	0,000431
351	0,000432
352	0,000434
353	0,000435
354	0,000436
355	0,000439
356	0,000438
357	0,000439
358	0,000441
359	0,000442
360	0,000443
361	0,000444
362	0,000446
363	0,000447
364	0,000448
365	0,000449
366	0,000450
367	0,000452
368	0,000453
369	0,000454
370	0,000455
371	0,000457
372	0,000458
373	0,000459
374	0,000460
375	0,000461
376	0,000463
377	0,000464
378	0,000465
379	0,000467
380	0,000468
381	0,000469
382	0,000471
383	0,000471
384	0,000473
385	0,000474
386	0,000475
387	0,000476
388	0,000477
389	0,000479
390	0,000480
391	0,000481
392	0,000482
393	0,000484
394	0,000485
395	0,000486
396	0,000489
397	0,000488
398	0,000490
399	0,000493
400	0,000493
401	0,000493
402	0,000494
403	0,000496
404	0,000497
405	0,000498
406	0,000499
407	0,000501
408	0,000502
409	0,000503
410	0,000505
411	0,000505
412	0,000507
413	0,000508
414	0,000509
415	0,000510
416	0,000512
417	0,000513
418	0,000514
419	0,000515
420	0,000516
421	0,000518
422	0,000519
423	0,000520
424	0,000521
425	0,000523
426	0,000524
427	0,000525
428	0,000526
429	0,000528
430	0,000529
431	0,000531
432	0,000531
433	0,000532
434	0,000534
435	0,000535
436	0,000537
437	0,000540
438	0,000539
439	0,000541
440	0,000541
441	0,000542
